ticket_number,ticket_subject,sent_by,ticket_created_on,message_created_on,message,tags
934,Multi Value custom field,Customer,2023-11-20 18:54:31.409842,2023-12-04 12:55:57.31798,@Jon OBryan @Rahul Asati,"Ticketing - Tags,Feature Request"
934,Multi Value custom field,Agent,2023-11-20 18:54:31.409842,2023-12-04 18:46:00.364654,"@Gabriele Inacio we’ve built multi-select custom fields which could cover this, but I want to make sure we completely understand your use case before suggesting how we roll this out for you.Could we chat about this in our call tomorrow?","Feature Request,Ticketing - Tags"
934,Multi Value custom field,Customer,2023-11-20 18:54:31.409842,2023-12-04 19:15:20.00823,Yes!,"Feature Request,Ticketing - Tags"
935,Undoing using control Z,Customer,2023-11-22 03:11:22.921467,2023-11-22 03:11:22.921467,Feature request: keyboard shortcut for undo (Ctrl+Z). I accidentally closed a ticket and wanted to undo it but ctrl+z didnt work,"Hotkeys,Feature Request"
935,Undoing using control Z,Agent,2023-11-22 03:11:22.921467,2023-11-22 03:52:00.201361,I'd like this one as well. Adding to the roadmap.,"Feature Request,Hotkeys"
936,change default time for custom datetime in snooze,Customer,2023-11-24 18:04:46.629239,2023-11-24 18:04:46.629239,"Another piece of feedback, it would be great if the default time on custom snoozes was like 9 or 10am. Our team doesn’t typically think of snoozing in terms of # of hours but more as a “I’m snoozing this until Friday morning”. Right now I have to manually scroll up through the time input if I’m snoozing a ticket later in the day, which adds time",Feature Request
936,change default time for custom datetime in snooze,Agent,2023-11-24 18:04:46.629239,2023-11-24 18:04:49.205685,"@Cameron Soregaroli This is a good idea, will default time to 8:00 AM instead of current date and time.In next couple of weeks we are planning to move to a superhuman/linear style snooze so you don’t have to use mouse at all.",Feature Request
936,change default time for custom datetime in snooze,Customer,2023-11-24 18:04:46.629239,2023-11-24 18:06:19.365958,"Amazing, really looking forward to that feature!",Feature Request
936,change default time for custom datetime in snooze,Customer,2023-11-24 18:04:46.629239,2023-11-24 18:06:21.513922,Thanks @Rahul Asati,Feature Request
936,change default time for custom datetime in snooze,Agent,2023-11-24 18:04:46.629239,2023-11-28 04:58:45.450244,@Cameron Soregaroli Now the default time for when you select a custom date should be 8:00 AM instead of current time.,Feature Request
936,change default time for custom datetime in snooze,Customer,2023-11-24 18:04:46.629239,2023-11-28 15:19:19.723913,"Awesome, thank you Rahul!",Feature Request
937,Segment with lot of customer emails ,Customer,2023-11-27 13:07:11.696819,2023-11-27 13:07:11.696819,"Good morning!I need to create an inbox to direct some contacts to a specific agent.The usability is very bad, I need to add email by email, this will take a long time.Can anyone help me with this?","Data - Custom Fields,Product Question"
937,Segment with lot of customer emails ,Agent,2023-11-27 13:07:11.696819,2023-11-27 13:07:12.108316,are you looking to create a custom inbox or the routing rule to assign tickets to the agent?,"Product Question,Data - Custom Fields"
937,Segment with lot of customer emails ,Agent,2023-11-27 13:07:11.696819,2023-11-27 13:07:12.108316,"Good morning, @Gabriele Inacio!What is the email list?Maybe we group them by company domain and construct the search asemail contains @company1.com.br OR email contains @company2.com.br?","Product Question,Data - Custom Fields"
937,Segment with lot of customer emails ,Agent,2023-11-27 13:07:11.696819,2023-11-27 13:07:12.108316,"we’re gonna discuss if we could handle this and come back to youneither UI is ready to display ~200 unique valuesso even if we were to create such inbox through code, you won’t be able to change the list","Product Question,Data - Custom Fields"
937,Segment with lot of customer emails ,Agent,2023-11-27 13:07:11.696819,2023-11-27 13:07:12.108316,"you’re right, the list is quite variable","Product Question,Data - Custom Fields"
937,Segment with lot of customer emails ,Customer,2023-11-27 13:07:11.696819,2023-11-27 13:07:12.108316,"I don't know if it will work completely, as some emails have the @gmail domain.","Product Question,Data - Custom Fields"
937,Segment with lot of customer emails ,Customer,2023-11-27 13:07:11.696819,2023-11-27 13:07:12.108316,I would like it to be an inbox as there will be times when the agent is not online.,"Data - Custom Fields,Product Question"
937,Segment with lot of customer emails ,Customer,2023-11-27 13:07:11.696819,2023-11-27 13:07:12.108316,this is the listdocs.google.com,"Data - Custom Fields,Product Question"
937,Segment with lot of customer emails ,Customer,2023-11-27 13:07:11.696819,2023-11-27 13:29:45.42535,"I just need to be able to enter all the emails, without having to do it one by one.","Data - Custom Fields,Product Question"
938,Required fields while closing tickets from Slack,Customer,2023-11-27 13:48:52.240807,2023-11-27 13:48:52.240807,"@Piyush Raj Hi Piyush, mandatory ticket fields are not showing up in slack for    e.g. in our case its ""sub reason"" thus preventing us from being not able to close the tickets from slack itself. Ideally shouldn't it show the mandatory fields for selection in the slack post for input?",Manual Task
938,Required fields while closing tickets from Slack,Agent,2023-11-27 13:48:52.240807,2023-11-27 13:48:54.877903,ah! interesting. this would be another problem to solve in the product itself,Manual Task
938,Required fields while closing tickets from Slack,Agent,2023-11-27 13:48:52.240807,2023-11-27 13:48:54.877903,"@Anchit Pandey right.We are working on this problem, should be resolved and shipped to the production by the end of the week.",Manual Task
938,Required fields while closing tickets from Slack,Agent,2023-11-27 13:48:52.240807,2023-11-27 13:48:54.877903,The problem we are facing is about generalization of the custom-inputs. There isn't a good way to map the Atlas custom fields types to the Slack drop-downs.,Manual Task
938,Required fields while closing tickets from Slack,Customer,2023-11-27 13:48:52.240807,2023-11-27 13:48:54.877903,"Thanks for the quick confirmation, @Piyush Raj ! I would also like to point out the limitation of not being able to sort the placement of fields in closing prompt from app itself. For    e.g. there is no way to move sub reason below reason",Manual Task
938,Required fields while closing tickets from Slack,Agent,2023-11-27 13:48:52.240807,2023-11-27 17:02:38.429559,"@Anchit Pandey for the required fields, due to the constraint @Piyush Raj mentioned above, our approach is to basically send you directly to the ticket in Atlas via the browser w/ the modal popped up for you to fill in. We’re working on this this week, so it should speed up this process.For the ordering, going to get this in the docket so you can re-arrange the order of these fields. In the short-term, I believe we can manually update the ordering on your behalf, just let us know what order you want them in and I’ll check with eng to see if we can manually set this.",Manual Task
938,Required fields while closing tickets from Slack,Customer,2023-11-27 13:48:52.240807,2023-11-28 04:41:12.518428,@Jon OBryan Thanks for heads up. Here is the order it should be in - 1. Reason > 2. Sub- reason > 3. Category > 4. Sub-category,Manual Task
940,"",Customer,2023-11-27 21:47:59.403205,2023-11-27 21:48:58.861984,Atendimento péssimo e descontínuo...sem lógica...mas com muito sacrifício conseguimos emitir as passagens...espero que não dê problema.,Testing
941,Mentioned Inbox?,Customer,2023-11-28 15:52:19.881342,2023-11-28 15:52:19.881342,"I don’t need to see conversations I’m tagged in on the “My Tickets” tab. I’d prefer it if there was an additional tab where only the conversations I’m tagged in are visible. That way, I can easily go through all the comments I need to respond to at once.","Feature Request,Ticketing - Custom Inbox"
941,Mentioned Inbox?,Agent,2023-11-28 15:52:19.881342,2023-11-28 15:56:14.63444,this totally makes sense.,"Ticketing - Custom Inbox,Feature Request"
942,Re: You have used 75% of your recordings for the month,Customer,2023-11-28 17:01:40.939514,2023-11-28 17:01:40.939514,"you guys should not send these when someone has opted in to the enable session overflow, don't encourage me to spend less money with you guys :DOn Tue, Nov 28, 2023 at 9:00 AM Atlas Support <no-reply@getatlas.io> wrote: You have used 75% (8520 of 10000) of your recordings for the month.  Hey, Jeremiah!  When you hit your limit, your users sessions will stop recording unless you enable session recording overflow ($5/1k additional sessions). View in Atlas Sent by Atlas 4329 Kingfisher Drive, Houston, TX 77035 ",Feature Request
942,Re: You have used 75% of your recordings for the month,Agent,2023-11-28 17:01:40.939514,2023-11-28 17:09:48.114849,🤦‍♂️ good call,Feature Request
943,Add message type in API,Customer,2023-11-28 18:04:01.81441,2023-11-28 18:04:01.81441,"Hey guys.Tech question. Our team is trying to connect with Atlas APIs to some fun AI/ChatGPT data things (think of ChatGPT to automatically tag tickets, understand the customer humor or create summary of the ticket). Let me know if this is something that you would like any insights on, happy to share any code we do on our end for this.Anyway, I just noticed that api.getatlas.io this endpoint indeed shows every message on a ticket, but it doesn't let us know if:• the message was an internal note or something the user saw• if it was part of a sidebar or on the main conversation itself.Do you think this is something we can work to add on the API?",Feature Request
943,Add message type in API,Agent,2023-11-28 18:04:01.81441,2023-11-28 18:08:15.011642,@Fernando Nery Great! we love to see what you guys be loops and we are also working on couple of things with LLMs (but starting with AI chatbot first and then ticket tagging/summarization etc second).1. We will add this field in the response to identify if message was external message or internal message — will try to get it out today2. sidebars are not part of messages (since they could be many sidebars per ticket). You can get access to sidebars by sidebar APIs,Feature Request
943,Add message type in API,Agent,2023-11-28 18:04:01.81441,2023-11-29 05:13:34.89689,"Fernando, you see message type in the payload now which should tell you if this is internal/external/sidebar note. ",Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:13:00.635607,"Hello everyone, good afternoon! How are you?Once again, we are receiving complaints from our suppliers stating that they are not receiving the history of our emails. When we reply to an email, they cannot see the previous messages. Could you please check? This issue occurred in ticket number 106653.",Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-28 21:14:26.848426,"Marcos, can ask them to send a sample of this email! I can’t think of the reason why could this be a happening",Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:15:15.962577,This is how they are receiving it:,Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-28 21:19:02.371592,"This is respond to a ticket, not via sidebar.",Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:19:09.25225,yes,Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:19:16.267281,it's not a side bar,Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-28 21:19:50.133924,We only attach whole history to sidebars not all customer email,Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:20:05.57123,this is bad,Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:20:08.353686,it should be,Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:20:22.216834,because we talk with our suppliers trought both channels,Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-28 21:20:29.205635,Are you using tickets/sidebars interchangeably.,Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:21:13.7686,i'm sorry i don't get what you said.,Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-28 21:21:57.686832,"What logic do you use, when to use sidebar vs when to use ticekts?",Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:25:18.705067,"But we use both channels. When we are talking with the client and need to communicate with the supplier about something, we open a sidebar. However, sometimes my supplier sends me an email, so automatically, a ticket is created for that email, and I need to respond to it. Therefore, my supplier needs to see the entire history.",Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-28 21:26:13.5549,I assume this is only the case when a new person gets added as CC. right?,Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:27:51.85798,"Rahul, the thing is, we need the entire history. It doesn't matter if it's a sidebar or a ticket. But if it's an email, the complete history should be shown.",Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-28 21:30:58.799394,@Marcos Telles Let me talk with @Jon OBryan about this and get back to it,Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:55:44.851676,thank u,Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-11-29 18:13:11.782261,"Hey Marcos, we chatted about this and are going to update the product to show ticket history to newly CC'ed customers. We've got an engineer assigned who is going to start this in the next couple of days and we're aiming to have it released by the end of next week.",Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-29 19:35:20.38759,"Hey guiys, thank u",Feature Request
944,Message history to customer emails,Agent,2023-11-28 21:13:00.635607,2023-12-12 05:34:30.549177,"Hey Marcos, We have changed this as well now every new user on CC should get full history from both ticket message and sidebar message. ",Feature Request
945,Reports data not correct,Customer,2023-11-29 02:03:43.557402,2023-11-29 02:03:43.557402,"Looks like there might be a bug with our reporting. It’s saying we haven’t resolved any tickets since the 24th, but we resolved a bunch yesterday. Is there a delay on populating the charts?",Product Question
945,Reports data not correct,Agent,2023-11-29 02:03:43.557402,2023-11-29 02:03:46.109839,@Cameron Soregaroli Will check soon and get back,Product Question
945,Reports data not correct,Agent,2023-11-29 02:03:43.557402,2023-11-29 13:24:24.331508,"hey @Cameron Soregaroli you are absolutely right, we do D-1 in the reports. So you always get the data till yesterday.",Product Question
945,Reports data not correct,Agent,2023-11-29 02:03:43.557402,2023-11-29 13:25:42.274892,This is what google analytics does by default as well.,Product Question
945,Reports data not correct,Customer,2023-11-29 02:03:43.557402,2023-11-29 13:33:45.390322,"Got it, makes sense",Product Question
946,Re: Not getting password change email,Customer,2023-11-29 06:52:20.570943,2023-11-29 06:52:20.570943,"Hi Sejooti,Could you check your spam folder? We switched domains recently from getatlas.io to atlas.so so sometimes our system emails will go to spam.Best,JonOn Wed, Nov 29, 2023 at 12:27 AM, Sejooti Mukherjee <sejooti@mailmodo.com> wrote:Hi I am not getting a password change email for login id - sejooti+migration@mailmodo.com.Assist soon.Regards,Sejooti MukherjeeCustomer Success ManagerBook a Meeting Linkedin+91-6291025093",Testing
946,Re: Not getting password change email,Customer,2023-11-29 06:52:20.570943,2023-11-29 06:56:48.041006,"Hi Jon,Checked both.Getting password change email for login id - sejooti@mailmodo.com But not getting from sejooti+migration@mailmodo.com Please check from your end.Regards,Sejooti MukherjeeCustomer Success ManagerBook a Meeting Linkedin+91-6291025093",Testing
946,Re: Not getting password change email,Agent,2023-11-29 06:52:20.570943,2023-11-29 07:01:11.621426,"hey SejootiPlease use - sejooti@mailmodo.com - instead of the +migration email. As discussed with Archit, all of the +migration emails have been migrated to erson@mailmodo.com>, without the suffixYou should be able to reuse your old password, if not, the reset email would be usable with the email. sejooti@mailmodo.comPlease check. Thanks",Testing
946,Re: Not getting password change email,Customer,2023-11-29 06:52:20.570943,2023-11-29 07:13:19.860431,Got it!Thanks it worked.Sejooti MukherjeeCustomer Success ManagerBook a Meeting Linkedin+91-6291025093,Testing
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 15:37:14.252631,Hello!,"Product Question,Sales"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 15:37:42.27954,May I know about the privacy & data compliance features of Atlas?,"Sales,Product Question"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 15:44:27.755585,"Hey Steph, you mean in regards to GDPR, SOC2?","Product Question,Sales"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 15:56:13.314375,I want to understand if my customers share sensitive data over live chat - what data protection measures are in place?,"Product Question,Sales"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 15:56:23.963966,E.g. Encryption & data retention policy,"Sales,Product Question"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 23:31:29.39188,hello?,"Sales,Product Question"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 23:31:55.010053,"Hey Steph, Apologies for the delayed response. ","Product Question,Sales"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 23:32:32.921548,We are SOC2 Type1 certified and should have SOC2 Type2 certification soon!,"Product Question,Sales"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 23:33:09.9078,"As part of data retention and encryption, all data is encrypted at REST ","Sales,Product Question"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 23:33:37.206165,Was there any specific questions that you had regarding privacy & data compliance?,"Product Question,Sales"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 23:33:48.70276,Got you - do you mean data is encrypted at rest - but not in transit?,"Sales,Product Question"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 23:35:09.305032,it is encrypted during transit as well (with SSL/TLS),"Product Question,Sales"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 23:45:57.789537,Thank you! Do you mind elaborating on data retention?,"Sales,Product Question"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 23:46:06.772256,I.e. how long live chat data is kept for?,"Sales,Product Question"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 23:47:04.95204,"We don’t autp delete the data, unless a customer requests it — but as an agent you have ability to deleted specific tickets","Sales,Product Question"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-29 23:47:44.589106,Are you looking to retain chat for only a specific period?,"Sales,Product Question"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-29 23:57:01.707189,"Undestood, thank you! Just thinking clients may be worried that if their data is stored for a long time, there may be risks","Product Question,Sales"
947,"",Agent,2023-11-29 14:31:24.110516,2023-11-30 05:11:09.44847,"Steph, If you want to get a demo or talk to our CEO Jon to see if we can help you, please book a call here. ","Sales,Product Question"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-30 12:06:17.302493,Hiya thank you so much! Wanted to ask if Atlas has any ISO / GDRP/ HIPAA compliance as well?,"Sales,Product Question"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-30 12:07:12.339676,"To clarify - if a customer wants to clear their chat history, they'll have to reach out to us and we can manually delete them for them?","Product Question,Sales"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-30 16:23:20.841607,Hello,"Sales,Product Question"
947,"",Customer,2023-11-29 14:31:24.110516,2023-11-30 16:23:37.974771,"Also, does Atlas support live chat & screen recording on mobile?","Sales,Product Question"
947,"",Agent,2023-11-29 14:31:24.110516,2023-12-01 10:33:10.261274,"Hey Steph,If a customer wants to delete their info, it can be deleted for them.We support chat on mobile but not session recording currently (it's on the roadmap for next year).Happy to hop on a call to answer questions more rapid fire if it's helpful for you.Best,Jon","Product Question,Sales"
948,"",Customer,2023-11-29 22:25:35.027903,2023-11-29 22:25:35.027903,How do I see the help centre,Product Question
948,"",Agent,2023-11-29 22:25:35.027903,2023-11-29 22:41:06.223479,"Hey Will, You can access the helpcenter on click on top link and also you can customize the url in the link to settings below. ",Product Question
949,SEO for mailmodo,Customer,2023-11-30 10:31:56.158063,2023-11-30 10:31:56.158063,"Hi @Anchit Pandey, just sent it to your email (commandbar code)",Feature Request
949,SEO for mailmodo,Customer,2023-11-30 10:31:56.158063,2024-03-08 14:01:59.970971,"• Fix canonical (shown in the screenshot)      ◦ refer to attached image 2• Also, it seems open graph meta tags are missing –      ◦ refer to attached image 3@Piyush Raj there was already a ticket for this. OG and canonical issue. Also, right now it seems canonical URL has been removed altogether. Can we please have article link be added as canonical link minus slugscc - @Vipin Dixit",Feature Request
950,meeting with 91sqft,Customer,2023-11-30 12:04:29.53891,2023-11-30 12:04:29.53891,"We've been using the platform for a while now and have expanded our team to include multiple agents. We could use some help with setting up auto routing for the agents, as well as a review of the new features and updates on the app. Our CTO and Cofounder will be joining the call to discuss these matters.Do suggest a suitable time between 11am to 7pm IST.","Onboarding,Product Question"
950,meeting with 91sqft,Agent,2023-11-30 12:04:29.53891,2023-12-01 11:47:32.83308,Hi Rohan! Just sent you a message in Slack about this. Does Tuesday at 11a IST work for you guys?,"Onboarding,Product Question"
951,"",Customer,2023-12-01 11:03:50.327977,2023-12-01 11:03:50.327977,how can I add anchor tags in a help document,Product Question
951,"",Agent,2023-12-01 11:03:50.327977,2023-12-01 11:05:56.316138,"hey Alok. You can copy the link, then select the text in Atlas, and paste the link on the copied text.",Product Question
951,"",Agent,2023-12-01 11:03:50.327977,2023-12-01 11:40:20.094719,are you able to insert a link?,Product Question
952,Automation on FAQ?,Customer,2023-12-01 13:44:30.744851,2023-12-01 13:44:30.744851,How can I automate FAQs,"Product Question,Onboarding"
952,Automation on FAQ?,Agent,2023-12-01 13:44:30.744851,2023-12-01 13:45:31.81497,I didn't understand the question.,"Onboarding,Product Question"
952,Automation on FAQ?,Customer,2023-12-01 13:44:30.744851,2023-12-01 13:50:38.475281,"Hi Piyush, thanks for the quick response.Ever since we began using Atlas for our customer support I answered all inquiries through the Inbox section or the Slack integration.Is there anyway for me to not depend on manually answering the frequently asked questions - say an automation or an ai integration?","Onboarding,Product Question"
952,Automation on FAQ?,Agent,2023-12-01 13:44:30.744851,2023-12-01 13:53:06.901488,"great timing Ignacio.We are actively working on AI based solution for exactly this use-case.@Jon OBryan could share the roadmap with you, and also understand HirewithNear's particular use-case in more details, as soon as he's online.","Onboarding,Product Question"
952,Automation on FAQ?,Customer,2023-12-01 13:44:30.744851,2023-12-01 14:01:18.136022,sounds great,"Product Question,Onboarding"
952,Automation on FAQ?,Customer,2023-12-01 13:44:30.744851,2023-12-01 16:13:06.585862,Piyush - just checking in. Is Jon available by any chance?,"Product Question,Onboarding"
952,Automation on FAQ?,Agent,2023-12-01 13:44:30.744851,2023-12-01 17:29:58.926367,"hey Ignacio, Jon might be available in next two hours or so.","Product Question,Onboarding"
952,Automation on FAQ?,Customer,2023-12-01 13:44:30.744851,2023-12-01 17:35:08.306884,"cool, i'll follow up then","Onboarding,Product Question"
952,Automation on FAQ?,Agent,2023-12-01 13:44:30.744851,2023-12-01 17:41:56.102373,"Hey Ignacio! Apologies, I was in meetings this morning. Would love to chat! Wanna grab a time here?","Onboarding,Product Question"
952,Automation on FAQ?,Customer,2023-12-01 13:44:30.744851,2023-12-01 17:44:56.418208,"No worries, just booked Monday at 2 pm EDT","Product Question,Onboarding"
952,Automation on FAQ?,Agent,2023-12-01 13:44:30.744851,2023-12-01 17:57:22.59731,"Awesome, looking forward to it!","Product Question,Onboarding"
953,"",Agent,2023-12-01 19:15:28.707438,2023-12-01 19:15:35.904564,Testing back!,Testing
953,"",Agent,2023-12-01 19:15:28.707438,2023-12-01 19:15:45.115879,Seem to be working here?,Testing
953,"",Agent,2023-12-01 19:15:28.707438,2023-12-01 19:15:53.523859,"Yes, they are?",Testing
954,"",Agent,2023-12-01 22:37:50.875771,2023-12-04 04:11:25.037873,"Hey Ivan, how can we help you!",Sales
955,testing existing email,Customer,2023-12-04 03:46:21.914506,2023-12-04 03:46:21.914506,Hello world,Testing
955,testing existing email,Agent,2023-12-04 03:46:21.914506,2023-12-04 03:47:40.38316,Received.Do you receive my response?,Testing
956,Broadcasting a new ticket,Agent,2023-12-04 03:49:39.758616,2023-12-04 03:49:39.758616,Everyone getting this okay?,Testing
957,Broadcasting a new ticket,Agent,2023-12-04 03:49:39.758616,2023-12-04 03:49:39.758616,Everyone getting this okay?,Testing
957,Broadcasting a new ticket,Agent,2023-12-04 03:49:39.758616,2023-12-04 03:50:37.942938,Yep. And does it work with a CC?,Testing
957,Broadcasting a new ticket,Agent,2023-12-04 03:49:39.758616,2023-12-04 03:52:30.415802,"Adding another CC. Do you get the full thread, Rahul?",Testing
958,"",Agent,2023-12-04 03:54:42.739542,2023-12-04 03:54:42.739542,Why hello there. SMS still working?,Testing
959,Hello Mr Fish,Agent,2023-12-04 04:02:37.697015,2023-12-04 04:02:37.697015,Can I send a new message from atlas.so (w/o DNS recs setup)?,Testing
959,Hello Mr Fish,Customer,2023-12-04 04:02:37.697015,2023-12-04 04:03:30.725014,Another guySent via Superhuman,Testing
960,hi there,Agent,2023-12-04 04:04:38.603267,2023-12-04 04:04:38.603267,is this working?,Testing
960,hi there,Customer,2023-12-04 04:04:38.603267,2023-12-04 04:05:15.537195,yep!,Testing
960,hi there,Agent,2023-12-04 04:04:38.603267,2023-12-04 04:05:56.246198,who is this from?,Testing
961,Search in linear create ticket- tags not working,Customer,2023-12-04 16:42:21.996858,2023-12-04 16:42:21.996858,The search on Linear labels isn’t working for me,Bug
961,Search in linear create ticket- tags not working,Agent,2023-12-04 16:42:21.996858,2023-12-04 16:42:48.947567,@Cameron Soregaroli will take a look soon,Bug
961,Search in linear create ticket- tags not working,Customer,2023-12-04 16:42:21.996858,2023-12-04 16:43:00.441885,Thanks!,Bug
961,Search in linear create ticket- tags not working,Agent,2023-12-04 16:42:21.996858,2023-12-06 06:16:56.169316,"Cameron, this is fixed now!",Bug
961,Search in linear create ticket- tags not working,Customer,2023-12-04 16:42:21.996858,2023-12-06 12:53:04.25557,"Awesome, appreciate the quick resolution!",Bug
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-04 18:42:27.421918,hello guys,Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-04 18:45:34.653522,"I need some help with this. I think you will need some time to fix it. But look, this ticket was initiated as an email, but the client answered us through the chat. However, when I tried to respond to him, my reply was sent as an email. That shouldn't happen. If the ticket was an email from the beginning, the client shouldn't be able to initiate a chat in a ticket that was an email from the start. If the client initiates a chat, it should create another ticket, not answer my email as a chat.",Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-04 18:45:47.92921,that was the ticket: 107276,Feature Request
962,Only show ticket started in Chat in chat widget,Agent,2023-12-04 18:42:27.421918,2023-12-04 18:54:44.151017,"Marcos, I think I got the issue -- right now a user is able to see their email ticket in when they open chat widget as well (which is how he is able to reply via chat) but I think you are right, we should only show chat started ticket in Chat window. I think we should be able to make this change.",Feature Request
962,Only show ticket started in Chat in chat widget,Agent,2023-12-04 18:42:27.421918,2023-12-04 18:55:12.50826,I will update you when this is live but should be in 1-2 weeks. ,Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-04 18:55:32.913874,i appreciate your help,Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-04 18:56:41.675946,"This may cause some troubles, as the client is waiting for an answer through the chat, but the ticket was created as an email. Therefore, he won't see our response in the chat.",Feature Request
962,Only show ticket started in Chat in chat widget,Agent,2023-12-04 18:42:27.421918,2023-12-04 18:59:41.147775,right now customer will get tge response in email and it will show up in Chat as well so it won’t cause an issue but I agree that ticket shouldn’t up in chat all together.,Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-06 13:30:49.012137,"Good morning, Rahul. How are you?",Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-06 13:30:50.121653,"Rahul, we need this to be fixed. The customer should not be able to respond to an email through the chat. Only via email. This is happening frequently and causing us problems. Please refer to ticket 110809. We sent an email, and the customer responded via chat. When I try to reply, my messages are received as emails. In other words, he does not see my email at that moment; he needs to check his inbox to view it. Therefore, we need you to fix this as soon as possible. Emails can only be responded to as emails. The customer should not be able to send a message via chat, only via email, for tickets that were created as email from the beginning.",Feature Request
962,Only show ticket started in Chat in chat widget,Agent,2023-12-04 18:42:27.421918,2023-12-08 01:24:58.372826,"Marcos, this is going to be updated sometime next week. But right now when you send a message via email and previous customer replied by chat, it goes to both chat and email. ",Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-08 13:54:54.146484,"I understand, Rahul. Thank you. My point is, if the ticket originated as an email, under no circumstances should the customer be able to respond via chat. Only through email.",Feature Request
962,Only show ticket started in Chat in chat widget,Agent,2023-12-04 18:42:27.421918,2023-12-12 04:37:11.971812,"Marcos, We have made a change here, now onward only tickets start via chat will show up in a client chat widget. Please let me know if you need anything else here.",Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-12 15:36:35.979368,"Rahul, is still happening. 107705",Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-12 15:37:32.85043,no sorryu,Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-12 15:37:35.876821,my mistake,Feature Request
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-12 15:37:39.099159,please ignore it,Feature Request
