ticket_number,ticket_subject,sent_by,ticket_created_on,message_created_on,message,tags
1051,,Customer,2024-01-14 23:01:30.659664,2024-01-14 23:01:30.659664,kik],Sales
1052,,Customer,2024-01-15 08:31:27.044873,2024-01-15 08:31:27.044873,"@Rahul Asati One improvement to the product, right now, whenever I change URL slug (required primarily to keep the page title consistent with URL slug). The article fails to load.For    e.g. initial I had this link -> https://support.mailmodo.com/articles/826830-how-to-import-contacts-from-jotform-to-mailmodo-copyI had to delete copy text from the URL to change this to https://support.mailmodo.com/articles/826830-how-to-import-contacts-from-jotform-to-mailmodoAfter making the changes, the first URL stopped working.Ideally, you should only be using the unique ID at the start to determine the URL. After that whatever comes shouldn't be relevant. This is how Freshdesk and previous documentation were handling things.",Feature Request
1054,Ticket went to wrong customer account,Customer,2024-01-16 02:51:34.3744,2024-01-16 02:51:34.374400,What does this mean?,Bug
1055,Inline Images support for incoming email,Customer,2024-01-16 08:02:02.439881,2024-01-16 08:02:02.439881,image attachments in customers inline email tickets show up as attachments. I know this is by design but it really hampers issue description flow and on top of it. all images in email body are mentioned as image and same in attachments.FYI... @Jon OBryan @Rahul Asati @Piyush Raj,Feature Request
1057,Not able to login to internal app by Internal dashboard,Customer,2024-01-16 17:49:08.054977,2024-01-16 17:49:08.054977,"Hi @Rahul Asati @Piyush Raj, we are not getting signing up confirmation popup in internal dashboard.",Product Question
1058,Open email/phone link in their Apps,Customer,2024-01-16 17:55:09.924397,2024-01-16 17:55:09.924397,"One thing that would be really nice is if you are on a contact, and want to:1. shoot them a text, there should be a text button that pops up with your SMS feature (currently I have to go back and search for this person via the compose feature, which is inconvenient) 2. When I want to email someone, it pulls up the compose button (right now it redirects me to my Mac email app which I don't even use)3. When I want to call someone, it redirects me to Aircall (right now it pulls up a dialogue for me to call them via my personal number)",Product Question
1059,Assign to a team or multiple agents,Customer,2024-01-16 18:32:54.10256,2024-01-16 18:32:54.102560,"Want to be able to assign this ticket to all engineers at the company, if we had a tag for engineers that went to Ben, Ranga and Taylor (and other future engineers) that would be great, or just an ability to assign to more than one person at a time",Feature Request
1060,Canned Response via Slack?,Customer,2024-01-16 23:25:31.455145,2024-01-16 23:25:31.455145,"Hi, is it possible to respond to a ticket from Slack with a canned response that I've setup?",Feature Request
1061,Canned response going with a bg color,Customer,2024-01-17 00:13:25.191467,2024-01-17 00:13:25.191467,"I noticed when I was sending messages from the canned response, some parts of the email response turns purple. It's hard to read when it's purple. Not exactly sure why this is happening and it seems to happen only for some messages.",Product Question
1062,Manual Report,Customer,2024-01-17 01:00:58.933995,2024-01-17 01:00:58.933995,Hey @Jon OBryan nice to meet you! I head up growth at Hotplate and have heard awesome things about you and your team.I’m trying to download all the customer support ticket data on atlas (ideally in a csv) so I can analyze the questions/common topics. How do I do this? I’ve scoured the entire platform and can’t seem to find a download/export button,Feature Request
1063,SMS blast,Customer,2024-01-17 01:03:33.657434,2024-01-17 01:03:33.657434,"@Jon OBryan @Rahul Asati We want to blast an SMS to all our VIP customers, as part of a customer success initiative we have going on. Is there a way to label these customers so we can keep track of who’s who? Or would I start a new inbox and import the VIP customers phone numbers? How would I go about doing this?",Feature Request
1064,Issue with Paragraph,Customer,2024-01-17 02:09:13.089944,2024-01-17 02:09:13.089944,Hi @Jon OBryan - struggling with hyperlinks again,Bug
1065,,Customer,2024-01-17 05:13:35.655458,2024-01-17 05:13:35.655458,Hmm actually ticket navigation keyboard shortcuts aren’t working for me..,Bug
1066,Help with chatbot,Customer,2024-01-17 05:13:55.117738,2024-01-17 05:13:55.117738,I’m interested in using the Chatbots feature for basic automation. How do Chatbots interplay with Tickets?,Feature Request
1068,,Customer,2024-01-17 10:24:22.16495,2024-01-17 10:24:22.164950,@Rahul Asati we found one more redirect which is broken and needs to be fixed. Please redirect the following URL:Broken URL -> https://support.mailmodo.com/support/solutions/articles/84000388126-why-do-click-map-data-differ-from-campaign-dashboard-Correct URL -> https://support.mailmodo.com/articles/759434-why-does-click-map-data-differ-from-campaign-dashboard,Feature Request
1069,tags disappearing,Customer,2024-01-17 19:56:25.98712,2024-01-17 19:56:25.987120,"A little thing that's quite annoying is that if I were to drag and drop a help centre article to another category, or if I were to update the url slug, all the tags would disappear",Bug
1070,Atlas.chat.openWindow() should focus the chat,Customer,2024-01-17 21:05:31.617355,2024-01-17 21:05:31.617355,"esc isn’t working on my Mac in Chrome, but otherwise it’s working",Feature Request
1073,Not able to get sound from browser notification,Customer,2024-01-18 16:44:17.264286,2024-01-18 16:44:17.264286,"Hi Atlas, I haven't been hearing ticket notifications for a couple weeks now. I keep Atlas open but I've been missing tickets when i don't go and check that window every 5 minutes",Product Question
1074,Improve Search,Customer,2024-01-18 16:46:42.24228,2024-01-18 16:46:42.242280,Can you guys also improve searching for contacts? I'm looking up the exact name of a contact but they aren't even showing up in the list of results,Feature Request
1075,Banner Staying too long,Customer,2024-01-18 18:45:01.234361,2024-01-18 18:45:01.234361,sometimes this banner will stay for a long time (>10 seconds) and I can't access functionality it is blocking,Feature Request
1076,Default value of composer button,Customer,2024-01-18 18:56:26.748266,2024-01-18 18:56:26.748266,Hey all - Is there a way to change the setting — if I click “Compose” at the bottom of the main atlas inbox it automatically goes to create a chat ticket. Can we update this so that SMS is the standard instead?,Product Question
1077,,Customer,2024-01-19 01:50:25.655719,2024-01-19 01:50:32.994872,powered by?,Sales
1083,,Customer,2024-01-19 14:22:38.553199,2024-01-19 14:22:38.553199,Do I have a filter on this view? Not sure why I can’t see the unassigned tickets,Product Question
1084,,Agent,2024-01-19 17:57:14.944778,2024-01-19 20:08:14.768271,"Hey Lucian, how can we help you?",Sales
1085,Tags going away in helpcenter,Customer,2024-01-22 15:28:41.243006,2024-01-22 15:28:41.243006,"Hi team, the tags kept disappearing on the articles I haven't touched either... Could you look into it please?",Bug
1086,,Customer,2024-01-22 15:29:00.200782,2024-01-22 15:29:00.200782,Pls see below a screen record!,Bug
1087,don't allow to create empty conversation,Customer,2024-01-22 17:46:44.36157,2024-01-22 17:46:44.361570,Hey guys!Help me check what this empty chat means?,Product Question
1089,Only one attachment is allowed in whatsapp,Customer,2024-01-23 14:20:29.952228,2024-01-23 14:20:29.952228,"Good morning, everyone.In this ticket, I sent four attached files to the client, but he mentioned receiving only one. This has happened before, where I send multiple attachments, but only one arrives. Could you please investigate? The Atlas indicates that the file was delivered.",Product Question
1090,Broken attachment link,Customer,2024-01-24 06:34:08.525627,2024-01-24 06:34:08.525627,Why is this file not working when I click on it/try to download it?,Bug
1091,Response mapped to wrong customer,Customer,2024-01-24 18:03:13.346064,2024-01-24 18:03:13.346064,@Rahul Asati tagged you in a support convo (not sure that works) but basically looks like either atlas has mis-tagged a user or the user's email signature is broken,Bug
1092,Search for all tickets without tags,Customer,2024-01-24 18:08:22.93783,2024-01-24 18:08:22.937830,any way to view all un-tagged tickets?,Feature Request
1093,,Customer,2024-01-24 19:33:58.296471,2024-01-24 19:34:09.072792,want dark mode display,Feature Request
1094,,Customer,2024-01-25 14:04:15.336227,2024-01-25 14:04:15.336227,can I set reminders on tickets? the same way I can set reminders on slack messages i.e. 'remind me about this in 3 hours' *sends a slack / email in 3 hours*,Product Question
1095,,Customer,2024-01-25 18:44:45.100868,2024-01-25 18:45:44.155744,Hey Atlas team! I was wondering if you have a Canny (popular feature request platform) integration on your mind? It would seem a great complement to Atlas. They have integrations already to tools like Intercom. https://canny.io/integrations,Feature Request
1096,,Customer,2024-01-25 19:27:58.726054,2024-01-25 19:28:00.166634,Hi,Product Question
1097,Integration with phone tool,Customer,2024-01-26 13:15:06.65416,2024-01-26 13:15:06.654160,"Guys, I need to integrate Atlas with any call tool, my usage is very low, but I need the calls to be registered in the ticket.Do you have any indication of the platform you have integration with?preferably something cheaper",Product Question
1098,,Customer,2024-01-26 21:40:26.863191,2024-01-26 21:40:26.863191,"just wanna say, I really like this product",Product Question
1101,Hot key to start adding reply to a ticket,Customer,2024-01-29 17:22:16.042643,2024-01-29 17:22:16.042643,that seems like the one wrinkle stopping me from going hands free.,Feature Request
1102,List not rendered correctly in chat widget,Customer,2024-01-29 17:24:53.657199,2024-01-29 17:24:53.657199,Small issue: ordered/unordered list items don’t render in the chat widget. (there are no numbers or bullet points that show up).,Bug
1103,,Customer,2024-01-29 20:56:44.784276,2024-01-29 20:56:44.784276,We'd like to use Atlas to give support to people using our Chrome Extension. This means we don't have a web page to host Atlas in. Can Atlas be opened as a stand-alone window? Like a pop-up?,Feature Request
1107,First response time not correct for merged tickets,Customer,2024-01-30 17:34:14.179847,2024-01-30 17:34:14.179847,"Hello everyone, I noticed that whenever we need to use the ""merge ticket"" functionality, the first response time is completely unconfigured.Some examples:120245120270120142119619",Feature Request
1109,Not able to send email,Customer,2024-01-30 19:12:02.260707,2024-01-30 19:12:02.260707,@Jon OBryan Hey can someone help me understand why email send is failing? https://app.atlas.so/customer-timeline/06a53ee5-4cfc-4a55-a1de-d46edf32b861?conversationId=31671e5e-1620-4e3b-842e-f06ae82b288b,Bug
1110,,Customer,2024-01-30 20:49:58.641516,2024-01-30 20:50:20.613052,I downloaded atlas and i need a pasword on the startup screen and i dont know what it is,Sales
1111,Email formatting not working,Customer,2024-01-30 22:29:13.062445,2024-01-30 22:29:13.062445,@Jon OBryan @Rahul Asati Sorry to be a pest today but seeing another issue with emails. The view on atlas is not applying line breaks that the customer originally sent the email with? First screenshot is the email from zendesk and second screenshot is the one from atlas. Ticket link: https://app.atlas.so/customer-timeline/e592449c-9f75-43ed-a1de-b5d8be4a7ac9?conversationId=32445152-d796-479c-8e6c-0bdeeb95a936Thanks!,Bug
1112,,Customer,2024-01-31 00:18:40.637432,2024-01-31 00:18:40.637432,This file/video won't open or play for me,Product Question
1113,Missing images from helpcenter,Customer,2024-01-31 12:00:27.713482,2024-01-31 12:00:27.713482,"Hi @Piyush Raj, all the images in our support doc are breaking. Can you please look into this Urgently.",Bug
1114,Agent name shown instead of customer name,Customer,2024-01-31 13:19:01.466612,2024-01-31 13:19:01.466612,"Hello guys, good morning. How you doing?Guys, I noticed that Atlas is changing the sender's name in the emails. In my email, it shows that it was sent by Raiana, but in Atlas, the same message appears as if it was sent by Fernanda. Could you please correct this?",Bug
1151,Email reply not going to same thread,Customer,2024-02-01 15:20:52.699473,2024-02-01 15:20:52.699473,"Hello Guys,Once again, we are experiencing issues with the delivery of our emails via Atlas. The system is not sending correctly. When the recipient receives our response to an email, a parallel email is arriving for them, as shown in the images below. This should not happen. Emails should arrive in the same thread with the entire email history. It is going without the previous email history, which hinders our communication with clients and suppliers.",Bug
1152,Data mismatch issue,Customer,2024-02-01 15:59:08.242014,2024-02-01 15:59:08.242014,@Jon OBryan @Rahul Asati Odd situation — I’m concerned that the HS integration isn’t accurate.Aster contacted an owner in atlas via SMS. She started a new ticket and we do have the contact in Hubspot but then the phone number associated with the contact in atlas is different than the one in Hubspot. Why might this be?Bigger issue is that the text she sent failed — assuming this is because the number in atlas is incorrect? when she tries to update the phone number in atlas she gets a Server Error message.We’re not sure how to proceed here.Atlas ticket linkScreenshot of contact in HS and Atlas contact w/server error(last 4 digits of the number are different),Product Question
1153,Issue with session recording,Customer,2024-02-01 16:48:31.936355,2024-02-01 16:48:31.936355,Hey @Jon OBryan - Hope you and your team had a great holiday. QQ - How do I filter session recordings to see the ones where users are actually doing something? I've got hours of session recordings where the user stays on one screen.,Bug
1154,,Customer,2024-02-02 00:16:35.220332,2024-02-02 00:16:50.498410,Hello,Sales
1155,Not able to Archive users,Customer,2024-02-02 01:01:02.142752,2024-02-02 01:01:02.142752,@Rahul Asati sorry for so many questions. I promise it’ll get better! lolI’m trying to archive some users and when I try I get the “something went wrong” error — example would be “Hank T” and “Tim Z”,Bug
1159,Table formatting vanished after sending it,Customer,2024-02-02 15:18:45.803413,2024-02-02 15:18:45.803413,@Rahul Asati Hey - I pasted a table into the email I sent here and it was sent to the customer in a really bad format. https://app.atlas.so/customer-timeline/a2aec7d8-91b9-4dcd-be37-3faa97202fc2?conversationId=777bdb05-58f2-42db-9cc2-5373eda010eaCan you make sure tables are configured properly?It should look very similar to the table that the customer sent me in their original email,Bug
1160,Product Questions,Customer,2024-02-03 03:39:11.584466,2024-02-03 03:39:11.584466,Is there a way to specify the reply-to email back to our custom email?,Product Question
1161,"On Update the category name, the URL is adding the guid",Customer,2024-02-04 15:31:46.120758,2024-02-04 15:31:46.120758,"@Rahul Asati there is a bug in your documentation tool. Every time I update the category name, the URL is adding the guid",Bug
1162,Update helpcenter article,Customer,2024-02-05 01:03:39.070329,2024-02-05 01:03:39.070329,Which is it: https://cln.sh/bZG6NnWv (see https://app.atlas.so/configuration/installation)Or this: https://cln.sh/vZZsBLMJ (see https://help.atlas.so/articles/620722-user-authentication),Feature Request
1163,Linear updates,Customer,2024-02-05 11:35:40.150562,2024-02-05 11:35:40.150562,"@Jon OBryan @Rahul Asati Non urgent - Heads up, Linear integration anytime we add a new “team” to linear, it gets auto added to the Specific Teams that atlas gives access to. This prob shouldn’t be. Example — we added a “design” team in linear and it started showing as an option in atlas",Bug
1164,Inbox incorrect data,Customer,2024-02-05 16:58:15.274985,2024-02-05 16:58:15.274985,"@Rahul Asati Hey - I’ve set the filter for an inbox to be by user & status open, pending, snoozed yet the inbox continues to show closed tickets and tickets not assigned to Gerson. Why is this?",Bug
1166,Issue with session recording UI,Customer,2024-02-05 18:56:44.477483,2024-02-05 18:56:44.477483,"Ah super strange — looking into it now, thanks for the heads up @Mingqi Yin!",Bug
1167,Reports custom field filter goes away after applying,Customer,2024-02-06 07:01:20.759199,2024-02-06 07:01:20.759199,"Hey @Piyush Raj. These are some bug in Reports:1. Summary at the top is not modified based on additional filters apart from data. 2. Filters for Custom fields are not visible after fetching data (other filters like date,status,etc are visible )",Bug
1168,,Customer,2024-02-06 08:33:25.77893,2024-02-06 08:33:25.778930,"I have a question regarding Contacts.If I register a user as a call function, does it automatically register with Contacts before the user does the first Chat?Or do users need to chat at least once to be registered with Contacts?Also, I wonder if there is a way to register user information in Contact through API.",Product Question
1169,Duplication ticket was created?,Customer,2024-02-06 19:03:22.373163,2024-02-06 19:03:22.373163,"Hi guys, can you check why this ticket was duplicated even though it was the same channel and same phone/email?#125533#125532",Bug
1170,Required field in pending status?,Customer,2024-02-06 19:12:55.219816,2024-02-06 19:12:55.219816,"@Rahul Asati Hey - we have required fields and I’m seeing a ton of tickets moving to closed that have empty fields. Assuming this has to do with the logic around pending. Can we either update logic to require field fill ins when moving status to pending or (preferred) create logic where if ticket is set to pending for 5 hrs and no response, if required fields are not filled in the ticket reopens? This would avoid it being pushed to closed automatically at 6 hrsExample: https://app.atlas.so/customer-timeline/a6671eaa-3a2b-4232-b24d-a39d407fb0ed?conversationId=1c7c687b-4e38-4dfc-b2d5-ce9b4925cceb",Feature Request
1171,,Agent,2024-02-06 19:22:40.491629,2024-02-06 19:23:33.896331,"Victor, how can we help you?",Feature Request
1172,Tags in help center,Customer,2024-02-07 03:23:03.60814,2024-02-07 03:23:03.608140,"It's hard to predict the behavior -- we've saved tags so they pop up as blue highlighted, thought we published article, but went back later and don't see them",Bug
1174,Bad incoming email formatting,Customer,2024-02-07 15:58:59.070648,2024-02-07 15:58:59.070648,"Guys, good afternoon.We have identified another issue with Atlas. Please watch this video until the end. It appears to be a problem with responsiveness. Notice what happens with the email display on Atlas compared to Gmail in the video below.This should not occur as it wastes our time scrolling up the screen to view the information. I am unsure why this is happening, but it needs to be addressed. Could you assist us with this?",Bug
1175,,Customer,2024-02-08 07:59:14.114608,2024-02-08 07:59:14.114608,Can I customize colors of help center?,Product Question
1176,User default domain in sidebar,Customer,2024-02-08 12:54:48.551967,2024-02-08 12:54:48.551967,"@Rahul Asati we will need domain of sidebar emails to be maildmodo.com instead of atlas.io as our domain is whitelisted with our users not atlas and its subdomain, they may end up flagging this as spam which is bad for your subdomain reputation as well.",Feature Request
1177,Email not going to customers,Customer,2024-02-08 19:55:57.178161,2024-02-08 19:55:57.178161,"Hi team, we’re seeing this error come up a lot in the past couple days, but none of the emails we’re seeing it with are invalid.",Bug
1178,JS SDK updates,Customer,2024-02-08 20:06:09.430007,2024-02-08 20:06:09.430007,"The preview here of the chatbot shows no header icon (I had a circleback logo, but then removed it), but in my local dev it keeps showing the icon. Is there something else I need to do to remove it? Thanks",Product Question
1179,Add ticket number to external API,Customer,2024-02-09 04:38:11.228657,2024-02-09 04:38:11.228657,"Hi @Piyush Raj. Have few queries wrt this API: https://developers.atlas.so/reference/list_conversations_v1_conversations_get• In the response data, what is the difference betwwn 'startedAt' and 'createdAt'? • we have 'lastMessage' data which is useful but can we also first response time as well ?",Feature Request
1180,Use image type for favicon as ico instead of png,Customer,2024-02-09 06:54:54.341965,2024-02-09 06:54:54.341965,"@Piyush Raj our favicon in google search result is still showing as Atlas default icon instead of Mailmodo's logo. I think we have set type in favicon declaration as PNG whereas its a .ico file so I feel setting it correctly as icon like suggested below should help -Current - type=""image/png"" href=""https://atlas-prod-uploads.s3.amazonaws.com/aG6Ng1WXQG265X8ppmOj_favicon.ico"">Proposed - type=""image/x-icon"" href=""https://atlas-prod-uploads.s3.amazonaws.com/aG6Ng1WXQG265X8ppmOj_favicon.ico"">",Feature Request
1181,Ability to hide chat bubble,Customer,2024-02-09 09:24:16.202848,2024-02-09 09:24:16.202848,"`window.Atlas.call('start', {  chat: {    enabled: false,    hideBubble: true,  },})Calling that from the same place I'm making the identify call still ends up showing the widget. I'd like to have it hidden on startup.Any ideas on what I could be doing wrong?",Product Question
1182,White color used for agents in reports,Customer,2024-02-09 15:37:25.680878,2024-02-09 15:37:25.680878,@Rahul Asati Hey - looking at reporting and it seems like some agents have been assigned a white color and do not show on the dashboard when selecting them — can you help with this? screenshot shows I selected 4 agents yet only 2 trend lines show bc the other two have a clear color next to their name.,Bug
1183,Report Summary data should changing with filters,Customer,2024-02-09 15:54:23.556944,2024-02-09 15:54:23.556944,@Rahul Asati looking at reporting and the numbers for a specific agent and it looks like the summary info didnt change when I applied the filter yet the chart info did. Can this be changed so that totals reflect info based on filter?,Feature Request
1185,Update whatsapp CSAT UI,Customer,2024-02-09 19:19:50.437771,2024-02-09 19:19:50.437771,I have another personal point.Sending CSAT assessment via WhatsApp is very bad.the visualization is very ugly,Feature Request
1186,Deleting inbox per user/company,Customer,2024-02-09 22:14:46.912005,2024-02-09 22:14:46.912005,"@Rahul Asati ok here is a weird one — Inboxes. I created a few inboxes and had added everyone to them and then I decided they were unnecessary so I deleted them. I just found out today that those inboxes still show at the top for everyone else and they have to all delete them manually. Why is this? If I created the inbox and I delete it, it should be removed for everyone.",Product Question
1187,Questions regarding Atlas chat and SDK,Customer,2024-02-09 22:59:35.829298,2024-02-09 22:59:35.829298,does atlas turn every nextjs page into a client component?,Product Question
1190,Inbound Sales question,Customer,2024-02-12 00:13:12.242096,2024-02-12 00:15:08.620721,I’ve tried a bunch of support tools and chat widgets for my company. I stumbled across you guys on LinkedIn. Why should I switch to you over my current setup with is Tidio.,Sales
1191,Email not getting delivered,Customer,2024-02-12 11:59:50.759637,2024-02-12 11:59:50.759637,"Hello everyone, good morning.Please take a look at this. I'm responding to the same thread on the sidebar of the ticket, but now it's showing an error when trying to send the email. However, they already received an email once through that same thread. I don't know why Atlas is sending this error message right now.",Bug
1192,Not able to add next image to numbered list,Customer,2024-02-12 17:50:44.630843,2024-02-12 17:50:44.630843,"Hi team Atlas! How do I keep the numbered list in a help centre article (1., 2., 3.) when inserting an image between the two bullet points?",Feature Request
1193,Issue with Inbox,Customer,2024-02-12 18:45:06.248676,2024-02-12 18:45:06.248676,"Hey @Jon OBryan Can you confirm if all of our inboxes are filtering correctly? We have an example of HOA Works that is showing up in our Hiver bin, but not tagged or in the inbox in atlas. Can you confirm if these are all set up correct?",Bug
1194,Ability to reset origination email,Customer,2024-02-12 18:47:40.8247,2024-02-12 18:47:40.824700,"We have another one for you, when ""re-assigning customer"", we attempted to do this as a way of ""forwarding"" however, things changed in atlas, but not in where the emails sent.",Feature Request
1195,,Customer,2024-02-12 21:27:24.922158,2024-02-12 21:27:35.672543,ciao,Sales
1196,Issue with webhook subscription,Customer,2024-02-13 09:30:29.96161,2024-02-13 09:30:29.961610,Can I ask a question about the atlas api?,Bug
1198,Issue with sending email,Customer,2024-02-13 15:57:32.358376,2024-02-13 15:57:32.358376,"Hi @Jon OBryan + team! We're receiving this error message when trying to reply to email support requests, although Charlie had set it up to come from support@decentl.xyz. Any suggestions?",Product Question
1199,How to filter session recording,Customer,2024-02-13 16:47:53.227123,2024-02-13 16:47:53.227123,Hi I´m trying to filter all the sessions recorded on a specific date but I don't know how to use the filters,Bug
1202,tagging agent not working correctly,Customer,2024-02-13 20:04:33.639163,2024-02-13 20:04:33.639163,"Hey team, doesn't appear my emails/notifications are getting sent when one of the team tags me. Its not working for @Sarah Sanchez",Bug
1203,Message not delivered and error comes after 3 days,Customer,2024-02-13 20:29:15.163903,2024-02-13 20:29:15.163903,@Rahul Asati Hey hey we have a phone number that keeps failing but it fails 3 days later — do you know why this is? It always has an “unknown error” and the 3 days later is a bit problematic because the ticket is closed. Do you mind taking a look? Phone number is Here are screenshots showing the delay:,Bug
1204,Change the color for CSAT Reports,Customer,2024-02-13 23:40:55.437123,2024-02-13 23:40:55.437123,"Small things, but would be nice if these colors were associated with the emojis",Feature Request
1205,,Customer,2024-02-13 23:44:06.12235,2024-02-13 23:44:06.122350,"Also, when data isn’t available yet, would be nice to not plot that data on the chart",Feature Request
1206,Email encoding for hebrew,Customer,2024-02-14 14:17:07.246312,2024-02-14 14:17:07.246312,Hey @Jon OBryan!I’ve taken a look into one of the problematic emails and it looks like the email has a charset attribute as part of the `Content-Type` header that states the windows-1255 character set which is the windows hebrew charset.Probably the way to fix the issue is to parse this header and use the provided encoding to convert the existing encoding to utf-8. it looks like in JS that can be done using a package called iconv-lite https://github.com/ashtuchkin/iconv-lite which `nodemailer` ’s mailparser uses internally - https://nodemailer.com/extras/mailparser/I hope this helps.,Bug
1207,Email not delivered,Customer,2024-02-14 18:08:53.542637,2024-02-14 18:08:53.542637,"Hello everyone, good morning.Please take a look at this. I'm responding to the same thread on the sidebar of the ticket, but now it's showing an error when trying to send the email. Earlier, I responded to the same emails regarding the ticket, and they were delivered successfully.",Bug
1208,Open Atlas ticket if a linked linear ticket is marked done.,Customer,2024-02-15 10:15:46.884683,2024-02-15 10:15:46.884683,"@Rahul Asati Sidebar is a great feature, but we miss on customer responses on a close tickets? It will really, if we can have tickets re-open (by default or by choosing this option in settings) if a response on a sidebar is received in a ticket",Bug
1209,Not able to upload files in agent app,Customer,2024-02-15 16:50:20.312744,2024-02-15 16:50:20.312744,"Hi everyone, hope you are all well.I have a problem since last night according to gmt+3, I can not attach anything to messages, these are images less than 250 kb, I have tried 5 min ago but it failed again.",Bug
1210,Not able to send email messages,Customer,2024-02-15 19:59:50.915139,2024-02-15 19:59:50.915139,"Hello,I am trying to send a response to Ticket 1182 as an email, and they have been sending fine until right now when I attempted to reply, I received this error message(550, b'The from address does not match a verified Sender Identity. Mail cannot be sent until this error is resolved. Visit https://sendgrid.com/docs/for-developers/sending-email/sender-identity/ to see the Sender Identity requirements')",Bug
1211,,Customer,2024-02-15 23:32:53.935413,2024-02-15 23:32:53.935413,linear integration,Product Question
1212,how to enable Slack notification ,Customer,2024-02-16 14:19:50.10597,2024-02-16 14:19:50.105970,"If a user is responding to an earlier ticket, there is no notification in Slack. Not receiving notifications for new threaded messages. Is there a way to configure this?",Product Question
1214,Update sessions limit,Customer,2024-02-16 18:19:03.531891,2024-02-16 18:19:03.531891,i need more sessions,Product Question
1215,Email sender is not setting properly,Customer,2024-02-16 20:56:29.223332,2024-02-16 20:56:29.223332,"this ticket was sent to kazzah@payabli.com, however the sender is pre-populating to support@payabli.com",Bug
1216,Misc feedback,Customer,2024-02-16 23:18:02.976043,2024-02-16 23:18:02.976043,"hey @Jon OBryan/team, been really enjoying using Atlas so far!small nits:• the session invalidation/having to log in every day is pretty annoying• it’d be great to be more keyboard shortcut friendly. I’d love to cmd + enter to send a response, then press C to close the ticket. right now, the C ends up in the input box• a keyboard shortcut for send and close OR close and go back to tickets would be great, right now I have to click the little ← in the top left to go back• the little peaking “You’ve reached the end of the rainbow” when you scroll to the bottom of a ticket is cute but annoying, it unnecessarily moves what I’m trying to click• the fake thumbnail for session recordings still throws me off",Feature Request
1217,Ability to rotate secret auth key,Customer,2024-02-17 00:52:17.748702,2024-02-17 00:52:17.748702,"Hey, we need to update our atlas secret. It got exposed. We would like a new one for our account.",Feature Request
1218,Email not coming in Atlas,Customer,2024-02-17 04:22:33.121475,2024-02-17 04:22:33.121475,Are emails not coming in again? i sent a test to all these that showed up in our altenative ticket desk Hiver. but not seeing these in Atlas,Product Question
1220,Misc feedback,Customer,2024-02-18 03:36:36.020146,2024-02-18 03:36:36.020146,"Hi Atlas team: I’m trying out Atlas for the first time and have two quick questions:1. Is there a way to get rid of the chat widget on the conversation dashboard at lower left? it kept blocking buttons on the input box.2. Is there a way to see the user information? I can see a side pane when I use Atlas on a bigger 27"" screen, but on my 14"" macbook I cannot find it anymore. I clicked on the name on top but nothing happened.Thank you",Bug
1221,,Customer,2024-02-18 19:01:39.266954,2024-02-18 19:01:39.266954,test,Sales
1222,,Customer,2024-02-19 02:09:44.481454,2024-02-19 02:09:44.481454,"hi we currently use freshchat to chat w our customers by Apple Business Chat, Whatsapp, FB messenger, email, and SMS. Is there any way we can use atlas with these channels?",Sales
1223,How to setup Dialpad Integration,Customer,2024-02-19 05:04:51.118863,2024-02-19 05:04:51.118863,And if it’s possible to use the same number from Dialpad for text message? Thank you,Product Question
1224,Allow reply to a single message instead to general thread,Customer,2024-02-19 13:08:42.935109,2024-02-19 13:08:42.935109,"Hi everyone, good morning!I talked to my team in the last few days and they told me that it would make everyday life a lot easier if we had a ""reply"" function for messages in Atlas.During consultations, we talk about several topics at the same time.Made sense?",Feature Request
1226,,Customer,2024-02-19 18:56:10.009561,2024-02-19 18:56:10.009561,where can I see the canned response?,Feature Request
1228,,Customer,2024-02-19 21:27:12.231337,2024-02-19 21:27:12.231337,how to delay sending message,Feature Request
1229,,Customer,2024-02-20 10:25:47.955924,2024-02-20 10:25:47.955924,"Hi Atlas team, do you happen to have a short onboarding video about how to use Atlas? I’d like to share it to our agent if there’s one. Thank you!",Product Question
1230,Ability to edit subject for email tickets,Customer,2024-02-20 10:48:31.586197,2024-02-20 10:48:31.586197,can I change the name of a ticket?,Feature Request
1231,,Agent,2024-02-20 13:31:41.009457,2024-02-20 15:31:27.940335,"Hi Carly, great to meet you! How can we help?",Sales
1232,,Agent,2024-02-20 15:25:53.02262,2024-02-20 15:25:53.022620,"Hey, I noticed that you were copying and pasting the same template across multiple customers, we have just the thing to help out with repeated messages - Canned Responses. Also, there's the concept of variables that would autofill information for you, that you can access with {{ ",Product Question
1233,Allow ability to edit subject in new ticket modal,Customer,2024-02-20 17:53:15.881807,2024-02-20 17:53:15.881807,Hi Just to report another bug on UI:,Bug
1234,ticket data not rendered properly,Customer,2024-02-20 18:02:10.692482,2024-02-20 18:02:10.692482,Hi just to report a UI rendering bug: some text are squeezed and not readable,Bug
