ticket_number,ticket_subject,sent_by,ticket_created_on,message_created_on,message,tags
1040,Not able to find hubspot customer,Customer,2024-01-10 19:05:46.765184,2024-01-10 19:05:54.184229,No. Both Vitally ID and Plan Name has been present before the Sync and was mapped accordingly in Atlas.,Bug
1040,Not able to find hubspot customer,Customer,2024-01-10 19:05:46.765184,2024-01-10 19:05:54.184229,Thanks. No prob👍,Bug
1040,Not able to find hubspot customer,Agent,2024-01-10 19:05:46.765184,2024-01-11 05:24:35.681683,We are still looking into the problem. Just an update.,Bug
1040,Not able to find hubspot customer,Agent,2024-01-10 19:05:46.765184,2024-03-05 17:12:07.518987,"Hey Kripa, we were able to sync vitally_id for 216031 contacts from Hubspot. That's the complete extent of the data we received from the Hubspot.Let us know if you still face challenge in searching via vitally_id ",Bug
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-10 19:55:01.165346,"Hey, it's failing to send a message to this phone #? can you check what error twilio is sending? The number is ",Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-10 19:55:03.852457,@Rishi Talati here is the errorYou sent a message (message SID: SMXXXXX) to a mobile number in a country that requires Numeric Sender ID pre-registration and provisioning. The Numeric Sender ID is not currently provisioned with the carrier.,Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-10 19:55:03.852457,But it will still be helpful to know what issue our system is having sending her texts,Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-10 19:55:03.852457,"Our system is also not sending her texts, so it's not an Atlas issue I think",Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-10 19:55:03.852457,"She contacted the carrier and they say it's working fine and has been pre-registered, do you have a contact at Twilio or somewhere we could reach out to to try and get this resolved? @Jon OBryan We can't send her texts and she can use our system because of this.",Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-10 19:55:03.852457,What does this mean? Just need to know what she needs to do when she calls the carrier,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-10 19:59:42.270429,@Rishi Talati getting caught up…,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-10 20:01:14.969292,"@Rishi Talati this one is a little weird b/c we’ve sent her a text successfully before (Jan 4, 8:24p).Did she change numbers or carriers recently? I’ll contact Twilio to dig in deeper and CC you.",Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-11 19:02:04.228564,@Rishi Talati can you check whether or not you’re able to send an SMS to this customer now?,Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-11 19:02:51.464385,"Nope, still failing. She did switch carrier",Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-11 19:02:54.610286,carriers*,Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-11 19:03:37.115801,but she called T-Mobile and they said that the number works fine and is registered/provisioned,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-11 19:09:11.713235,Can you text her from your personal phone?,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-11 19:09:27.849794,(just trying to pin down issue a bit more),Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-11 19:09:45.682635,I can,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-11 19:10:33.430102,👍,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-18 17:38:20.979669,"@Rishi Talati, could you try sending to this number again via Atlas?",Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-18 17:38:30.815174,It works!,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-18 17:38:40.855573,Great!,Product Question
1041,Not able to send message to this number,Customer,2024-01-10 19:55:01.165346,2024-01-18 17:38:48.063636,Really appreciate your help,Product Question
1041,Not able to send message to this number,Agent,2024-01-10 19:55:01.165346,2024-01-18 17:38:55.089822,ofc!,Product Question
1042,Helpcenter Search,Customer,2024-01-11 06:20:13.059534,2024-01-11 06:20:13.059534,"Hi @Piyush Raj, searching articles in the evergrowing list of articles is not easy right now. If you guys can provide a search bar for articles somewhere in the highlighted region or any other way will really helpCc - @Jon OBryan @Rahul Asati",Feature Request
1042,Helpcenter Search,Agent,2024-01-11 06:20:13.059534,2024-01-11 06:20:39.107311,@Anchit Pandey great idea.,Feature Request
1042,Helpcenter Search,Agent,2024-01-11 06:20:13.059534,2024-01-11 18:01:24.477647,"great idea — building v2 right now, good feedback",Feature Request
1042,Helpcenter Search,Customer,2024-01-11 06:20:13.059534,2024-01-12 08:13:16.003764,"Also, if we could see list of articles and filter based on their published/draft status, created/updated date etc, it will add to the ease in managing these articles.",Feature Request
1042,Helpcenter Search,Agent,2024-01-11 06:20:13.059534,2024-01-12 08:33:06.358292,"another great idea. Please keep em coming, we are building v2, would definitely try to bake these ideas in!!! 🙏:skin-tone-3: 🙌:skin-tone-3: 🙌:skin-tone-3:",Feature Request
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-11 07:05:14.615986,how to add team member,Product Question
1043,,Agent,2024-01-11 07:05:14.615986,2024-01-11 07:06:14.607755,"hey Sejooti, only the Admins would be able to add a team member.",Product Question
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-11 07:14:57.957513,can i forward email received as ticket to any email id?,Product Question
1043,,Agent,2024-01-11 07:05:14.615986,2024-01-11 07:15:35.213792,great question. We have sidebar just for this use-case.,Product Question
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-11 07:15:53.053752,that is for sending email,Product Question
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-11 07:16:05.958275,how to forward and loop another member?,Product Question
1043,,Agent,2024-01-11 07:05:14.615986,2024-01-11 07:17:59.124063,"if the member is not added to the Atlas, unfortunately we won’t be able to mention them in the Ticket. So, i guess adding them as a viewer is the best option.Can I have the email of the member to be invited? I could try to add them to mailmodo account",Product Question
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-11 07:18:27.816397,zeeshan@mailmodo.com,Product Question
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-11 07:18:44.659575,they have viewer access still not a able to loop them in,Product Question
1043,,Agent,2024-01-11 07:05:14.615986,2024-01-11 07:19:20.441378,let me check.,Product Question
1043,,Agent,2024-01-11 07:05:14.615986,2024-01-11 07:55:43.36099,i think i got the issue. I think only Members and Admins can be looped in currently.,Product Question
1043,,Agent,2024-01-11 07:05:14.615986,2024-01-11 07:55:59.607476,let me check how viewers could be as well.,Product Question
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-11 08:02:31.887778,yes please,Product Question
1043,,Agent,2024-01-11 07:05:14.615986,2024-01-11 21:29:48.147912,"Hey Sejooti, Right now, for an member to able to reply to customer or as a internal note, they need to a member or admin on the platform. Viewer only get readonly access to Atlas. Please let me know if you still have any questions.Thanks,Rahul",Product Question
1043,,Customer,2024-01-11 07:05:14.615986,2024-01-12 07:03:29.842872,got it,Product Question
1045,Session recording not working,Customer,2024-01-11 17:44:41.768937,2024-01-11 17:44:41.768937,"@Jon OBryan just a quick video, anyway we are able to fix the screen recordings? It renders it in the beginning but then stops perfect rendering later on for all of these recordings. You can always look into our account and see for yourself if that is easier.",Bug
1045,Session recording not working,Agent,2024-01-11 17:44:41.768937,2024-01-11 17:45:11.170303,hey @alex taking a look at this,Bug
1045,Session recording not working,Agent,2024-01-11 17:44:41.768937,2024-01-11 17:46:52.007545,@alex would it be possible to give the link to recording (would safe us sometime hunting down the recording),Bug
1045,Session recording not working,Customer,2024-01-11 17:44:41.768937,2024-01-11 17:48:06.308713,@Rahul Asati all of the recordings are like this. You can pick anyone from Siddik Salim,Bug
1045,Session recording not working,Agent,2024-01-11 17:44:41.768937,2024-01-11 17:48:28.629991,got it! thanks,Bug
1045,Session recording not working,Agent,2024-01-11 17:44:41.768937,2024-01-12 18:02:05.495438,"@alex We deployed a fix, can you check and see if that fixed the issue?",Bug
1046,Not able to create tags,Customer,2024-01-11 19:04:27.104014,2024-01-11 19:04:27.104014,"When I try to create a tag it won't save it, and I can't serach emojis",Feature Request
1046,Not able to create tags,Agent,2024-01-11 19:04:27.104014,2024-01-11 21:18:23.262838,@Rishi Talati possible to send the screencast of issue with tag?,Feature Request
1046,Not able to create tags,Agent,2024-01-11 19:04:27.104014,2024-01-11 21:18:44.796237,I am able to reproduce the issue with emoji but not with tag one,Feature Request
1046,Not able to create tags,Agent,2024-01-11 19:04:27.104014,2024-01-11 21:37:16.656491,"@Rishi Talati for “create a tag it won’t save” — this may have been a refresh issue (if you create a snippet or a tag and go to a customer timeline, you currently have to refresh your browser after adding the tag for it to show up).Is this what you’re talking about perhaps?",Feature Request
1046,Not able to create tags,Agent,2024-01-11 19:04:27.104014,2024-02-01 00:31:34.422967,"Rishi, You should be able to search emoji's now. ",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-12 08:57:14.062152,"@Piyush Raj is there a way we can add our google analytics code to the support website, if we share it with you? will you guys be able to help us out? Our marketing team wants to track performance and referrals from pages?",Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-12 08:57:14.493845,"Let me copy @Sasha Rakovets , our front-end lead engineer here.Sasha might be able to better answer this query.",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-16 07:43:06.376572,Hi @Piyush Raj any update on this?,Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-16 07:44:41.311224,"should have an update today, @Sasha Rakovets wasn’t available due to health reasons",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-16 08:19:11.439909,"Sure np, thanks for the heads @U04GLET85T4",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-16 08:19:42.687861,"@Piyush Raj Sure, np! thanks for the heads up.",Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-16 10:10:05.632837,Hi AnchitApologies for delayed response.Please share the snippet and we will add it,Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-16 10:13:19.480812,"@Sasha No worries, hope you're doing well now. I will share the snippet shortly.",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-17 05:11:19.448008,"Hi Sasha here is code Will go in head Will go in https://www.googletagmanager.com/ns.html?id=GTM-TJ73PG4G”height=“0"" width=“0” style=“display:none;visibility:hidden”>",Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-18 04:52:37.711017,"Hey Anchit, This is done and live now! Let me know if you need anything else here.",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-18 09:54:51.935015,@Rahul Asati code that was supposed to go in head section has been pasted in body section. (as showing up in the screenshot),Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-18 10:00:21.561896,Hi @Anchit PandeyI had to combine it into one block to ensure you have it working ASAPIt is at the top of body which makes almost no difference to order of execution in the browser,Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-18 10:06:05.981674,"I have worked with GTM previously, please forgive me this liberty",Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-18 10:07:30.529565,"In order to support granular controls, we would have to build some version of GTM, which is a non-trivial project",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-18 12:34:25.595411,"No worries, @Sasha Rakovets its just that it wasn't working as expected because of this. @Zeeshan Akhtar to confirm on this",Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-18 13:14:05.692479,looks good @Anchit Pandey,Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-19 09:28:56.721879,@Sasha Rakovets let’s do it the way Google recommends.,Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-19 09:55:01.014336,https://docs.google.com/spreadsheets/d/1ikPY2lhSOklkAvnW63TO5us5oqCBapdcn_qCR8a8ZzM/edit#gid=0,Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-19 10:21:58.925135,requested access (if I need to look at the spreadsheet :)),Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-19 10:24:15.051876,@Sasha Rakovets my bad that is a different sheet for @Zeeshan Akhtar i accidentally shared here please ignore that sheet,Feature Request
1047,Allow adding snippet in help center,Customer,2024-01-12 08:57:14.062152,2024-01-19 10:26:11.260972,@Sasha Rakovets by the way kindly refer to Zeeshan's comment and add the script part in header only.,Feature Request
1047,Allow adding snippet in help center,Agent,2024-01-12 08:57:14.062152,2024-01-19 17:29:35.713318,"@Anchit Pandey & @Zeeshan Akhtar, just discussed internally, working on moving from → ",Feature Request
1049,,Customer,2024-01-12 20:23:12.039316,2024-01-12 20:23:12.039316,"hey guys, good evening!i need a little help - i was writing an answer for a ticket and it got shut down, now i cant open it anymore, could u guys help me, please:here's the link: https://app.atlas.so/customer-timeline/1d9fedec-ec76-4a10-8217-ccbb91a068b2?conversationId=101e9248-d8fc-4ba2-911e-1261fe60c519",Bug
1049,,Customer,2024-01-12 20:23:12.039316,2024-01-12 20:23:12.589521,i believe its the same situation that happened here: https://awarispace.slack.com/archives/C04KSM155QU/p1696344142270619,Bug
1049,,Customer,2024-01-12 20:23:12.039316,2024-01-12 20:23:12.589521,only this page is shown when i choose this ticket,Bug
1049,,Agent,2024-01-12 20:23:12.039316,2024-01-12 20:23:19.036712,@Marcia Ertel taking a look,Bug
1049,,Customer,2024-01-12 20:23:12.039316,2024-01-12 20:26:04.073324,"thanks, @Rahul Asati!",Bug
1049,,Agent,2024-01-12 20:23:12.039316,2024-01-12 20:46:08.609875,@Marcia Ertel Can you try to refresh the page,Bug
1049,,Agent,2024-01-12 20:23:12.039316,2024-01-12 20:46:24.697482,https://app.atlas.so/customer-timeline/1d9fedec-ec76-4a10-8217-ccbb91a068b2?conversationId=101e9248-d8fc-4ba2-911e-1261fe60c519,Bug
1049,,Agent,2024-01-12 20:23:12.039316,2024-01-12 20:46:27.980123,should work now,Bug
1049,,Customer,2024-01-12 20:23:12.039316,2024-01-12 20:48:34.523147,"workeed! thanks, rahul! ❤️",Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 05:53:38.042189,"@Piyush Raj why would this happen, that customer recieved 36 support emails when nobody even touched the ticket, we don't want our customer to receive unnecessary emails ? How can we stop this?",Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 05:53:40.937801,@Anchit Pandey Checking,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 05:53:40.937801,Can you please give us the ticket id,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 05:53:40.937801,Can you refresh the page?,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 05:53:40.937801,Thanks! checking,Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 05:53:40.937801,27938,Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 05:53:40.937801,"Also, this is ticket is unassigned but not showing up in unassigned view which will lead to missed response from support team as they may miss if had not been highlighted by sales team separately @Rahul Asati any idea why this will happen, these are important issues",Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 05:55:53.217456,now its reflecting,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:05:57.946097,@Anchit Pandey We found the bug and fixing it right now! should be out in sometime.,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:06:12.574046,I can also confirm that this customer is no longer getting emails,Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 06:14:41.296324,"@Rahul Asati thanks for quickly addressing this, Rahul! Food for thought - ideally there should be a front end setting to control how, when and frequency to send notifictions to our customers .",Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:15:43.805789,@Anchit Pandey there is a setting herehttps://app.atlas.so/configuration/chat,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:16:14.053102,"basically you can control that if a user has not send a chat message, after how much time do they get the notification for that message",Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:17:26.926564,but the issue here was that job that is sending the fallback email didn’t mark that it has sent the fallback email and kept sending them,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:17:54.57568,this is also only happening in a edge case which this customer ran into,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:17:59.970502,we are fixing that edge case as well,Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 06:18:07.025541,but this ticket was not replied or addressed by the team so what was the message for fallback in this case,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:18:24.969689,it was the BOT message that is considered,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:18:39.582886,that what we are fixing that it should not send notification for bot message,Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 06:19:34.393978,"ok understood, well thanks again for fixing this on priority, really appreciate it.",Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-13 06:20:19.805066,"Regarding me not able to see unassigned chats , was that also a bug or cache issue?",Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:20:48.515003,it must be a older browser window that lost connection via websocket,Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-13 06:21:48.144721,we are adding a much more aggressive reconnection strategy soon so you don’t get disconnected ever,Bug
1050,,Customer,2024-01-13 05:53:38.042189,2024-01-29 13:33:20.190071,"@Rahul Asati Just seeking an update here, is this fixed?",Bug
1050,,Agent,2024-01-13 05:53:38.042189,2024-01-29 13:35:18.942637,"hey Anchit, this is fixed.",Bug
1051,,Customer,2024-01-14 23:01:30.659664,2024-01-14 23:01:30.659664,kik],Sales
1051,,Agent,2024-01-14 23:01:30.659664,2024-01-14 23:07:51.835947,Hello. How can we help?,Sales
1052,,Customer,2024-01-15 08:31:27.044873,2024-01-15 08:31:27.044873,"@Rahul Asati One improvement to the product, right now, whenever I change URL slug (required primarily to keep the page title consistent with URL slug). The article fails to load.For    e.g. initial I had this link -> https://support.mailmodo.com/articles/826830-how-to-import-contacts-from-jotform-to-mailmodo-copyI had to delete copy text from the URL to change this to https://support.mailmodo.com/articles/826830-how-to-import-contacts-from-jotform-to-mailmodoAfter making the changes, the first URL stopped working.Ideally, you should only be using the unique ID at the start to determine the URL. After that whatever comes shouldn't be relevant. This is how Freshdesk and previous documentation were handling things.",Feature Request
1052,,Agent,2024-01-15 08:31:27.044873,2024-01-15 21:24:46.767973,"Alok, Makes sense! added it our product planning.",Feature Request
1054,Ticket went to wrong customer account,Customer,2024-01-16 02:51:34.3744,2024-01-16 02:51:34.3744,What does this mean?,Bug
1054,Ticket went to wrong customer account,Agent,2024-01-16 02:51:34.3744,2024-01-16 02:51:37.070774,Hello. Could you please share ticket #?1st warning is shown when ticket was started via sms or email and currently customer does not have corresponding value set (email address or phone number)2nd is shown when you switch from any channel to chat3rd is shown when you add cc,Bug
1054,Ticket went to wrong customer account,Agent,2024-01-16 02:51:34.3744,2024-01-16 02:51:37.070774,"Thanks, give me some time to investigate",Bug
1054,Ticket went to wrong customer account,Customer,2024-01-16 02:51:34.3744,2024-01-16 02:51:37.070774,https://app.atlas.so/customer-timeline/36d85306-daf3-4b52-99d1-f575a5c25614?conversationId=a9028f71-000b-4407-880b-868e4f7c52ce,Bug
1054,Ticket went to wrong customer account,Agent,2024-01-16 02:51:34.3744,2024-01-16 03:16:33.559413,@Rishi Talati I’ve moved ticket to correct customer https://app.atlas.so/customer-timeline/7d2f5b3b-2deb-48bb-b18a-cc527aa5ca92?conversationId=a9028f71-000b-4407-880b-868e4f7c52ce. You’ll be able to respond there. We will investigate why that happened.,Bug
1055,Inline Images support for incoming email,Customer,2024-01-16 08:02:02.439881,2024-01-16 08:02:02.439881,image attachments in customers inline email tickets show up as attachments. I know this is by design but it really hampers issue description flow and on top of it. all images in email body are mentioned as image and same in attachments.FYI... @Jon OBryan @Rahul Asati @Piyush Raj,Feature Request
1055,Inline Images support for incoming email,Agent,2024-01-16 08:02:02.439881,2024-01-16 15:15:33.678106,"@Anchit Pandey, agreed. We’ll get this updated ASAP.",Feature Request
1055,Inline Images support for incoming email,Customer,2024-01-16 08:02:02.439881,2024-01-29 13:31:35.764496,any update on this? @Jon OBryan,Feature Request
1055,Inline Images support for incoming email,Agent,2024-01-16 08:02:02.439881,2024-01-30 17:54:22.020064,"Anchit, we are planning to get this out by end of the week. ",Feature Request
1055,Inline Images support for incoming email,Agent,2024-01-16 08:02:02.439881,2024-02-02 21:13:31.942514,"Anchit, this went live this yesterday. ",Feature Request
1057,Not able to login to internal app by Internal dashboard,Customer,2024-01-16 17:49:08.054977,2024-01-16 17:49:08.054977,"Hi @Rahul Asati @Piyush Raj, we are not getting signing up confirmation popup in internal dashboard.",Product Question
1057,Not able to login to internal app by Internal dashboard,Agent,2024-01-16 17:49:08.054977,2024-01-16 17:49:10.974953,"I think you can sign-in to dashboard in a different tab, on the dashboard app itself, refresh atlas. and you should be able to check the dashboard",Product Question
1057,Not able to login to internal app by Internal dashboard,Agent,2024-01-16 17:49:08.054977,2024-01-16 17:49:10.974953,"We try to open the dashboard in an iframe, let me check if there’s an the app has some iframe security",Product Question
1057,Not able to login to internal app by Internal dashboard,Customer,2024-01-16 17:49:08.054977,2024-01-16 17:49:10.974953,"tried that it doesnt work, looks like it is some sort of isolated container",Product Question
1057,Not able to login to internal app by Internal dashboard,Agent,2024-01-16 17:49:08.054977,2024-01-16 17:51:06.706486,"Anchit, which application is the internal tool is built in. See this https://help.atlas.so/articles/197693-internal-dashboard",Product Question
1057,Not able to login to internal app by Internal dashboard,Agent,2024-01-16 17:49:08.054977,2024-01-16 18:08:45.471705,Basically you want to make sure that browser will allow your internal application to opened in a iFrame from Atlas.,Product Question
1057,Not able to login to internal app by Internal dashboard,Agent,2024-01-16 17:49:08.054977,2024-01-16 23:32:34.803853,Let me know if you have any questions on this -- happy to debug this together but most likely any changes need to made on your internal application side.,Product Question
1058,Open email/phone link in their Apps,Customer,2024-01-16 17:55:09.924397,2024-01-16 17:55:09.924397,"One thing that would be really nice is if you are on a contact, and want to:1. shoot them a text, there should be a text button that pops up with your SMS feature (currently I have to go back and search for this person via the compose feature, which is inconvenient) 2. When I want to email someone, it pulls up the compose button (right now it redirects me to my Mac email app which I don't even use)3. When I want to call someone, it redirects me to Aircall (right now it pulls up a dialogue for me to call them via my personal number)",Product Question
1058,Open email/phone link in their Apps,Agent,2024-01-16 17:55:09.924397,2024-01-16 17:55:10.274386,For 1 and 2 you can use “Create ticket” button,Product Question
1058,Open email/phone link in their Apps,Customer,2024-01-16 17:55:09.924397,2024-01-16 20:02:45.020353,Where is the create ticket button?,Product Question
1058,Open email/phone link in their Apps,Agent,2024-01-16 17:55:09.924397,2024-01-16 20:03:39.997414,It is this one,Product Question
1058,Open email/phone link in their Apps,Agent,2024-01-16 17:55:09.924397,2024-01-16 23:26:57.411072,"@Rishi Talati Also, if you are looking to setup default phone and email link in browser. See the attached gif(this is not Atlas specific but works across whole browser like https links, there are emailto: and phoneto: link which open default email and phone app of the OS/Browser.1. to setup email,         a. first you will to set up your browser as default email client.     b. Than you can got to gmail/superhuman and allow them to be default email client 2. to setup phone dialer         a. you just need to install aircall app for mac and it will be set as default app automatically",Product Question
1059,Assign to a team or multiple agents,Customer,2024-01-16 18:32:54.10256,2024-01-16 18:32:54.10256,"Want to be able to assign this ticket to all engineers at the company, if we had a tag for engineers that went to Ben, Ranga and Taylor (and other future engineers) that would be great, or just an ability to assign to more than one person at a time",Feature Request
1059,Assign to a team or multiple agents,Agent,2024-01-16 18:32:54.10256,2024-01-16 23:30:56.503333,@Rishi Talati you can create a Tag called Engineering and then create a custom inbox where you just filter Tickets with Tag Engineering for them to operate on.,Feature Request
1060,Canned Response via Slack?,Customer,2024-01-16 23:25:31.455145,2024-01-16 23:25:31.455145,"Hi, is it possible to respond to a ticket from Slack with a canned response that I've setup?",Feature Request
1060,Canned Response via Slack?,Agent,2024-01-16 23:25:31.455145,2024-01-16 23:25:31.896097,"Hey @Aaron Ngu Not right now, you will have to go to Atlas (clicking in “View in Atlas”).but this seems like a good idea — let me add it to our product roadmap.",Feature Request
1061,Canned response going with a bg color,Customer,2024-01-17 00:13:25.191467,2024-01-17 00:13:25.191467,"I noticed when I was sending messages from the canned response, some parts of the email response turns purple. It's hard to read when it's purple. Not exactly sure why this is happening and it seems to happen only for some messages.",Product Question
1061,Canned response going with a bg color,Agent,2024-01-17 00:13:25.191467,2024-01-17 00:14:02.487558,@Aaron Ngu this is super strange — let me check,Product Question
1061,Canned response going with a bg color,Agent,2024-01-17 00:13:25.191467,2024-01-17 14:17:02.768339,Hi Aaron!This happened due to repeated messages with the same content (two messages went for both interview videos and Stripe).GMail detects repetitions in the email thread and paints them purple to highlight them as quotes.This will not happen when a response sent to a customer once per ticket.,Product Question
1061,Canned response going with a bg color,Customer,2024-01-17 00:13:25.191467,2024-01-17 15:21:39.131751,Got it! Thanks for the response.,Product Question
1062,Manual Report,Customer,2024-01-17 01:00:58.933995,2024-01-17 01:00:58.933995,Hey @Jon OBryan nice to meet you! I head up growth at Hotplate and have heard awesome things about you and your team.I’m trying to download all the customer support ticket data on atlas (ideally in a csv) so I can analyze the questions/common topics. How do I do this? I’ve scoured the entire platform and can’t seem to find a download/export button,Feature Request
1062,Manual Report,Customer,2024-01-17 01:00:58.933995,2024-01-17 01:01:18.564767,@Jon OBryan @Rahul Asati gently bumping this 🙏,Feature Request
1062,Manual Report,Agent,2024-01-17 01:00:58.933995,2024-01-17 01:01:33.029525,"Hey @Annette Sung apologies for the delay, we don’t have this functionality in the app right now but we will send a CSV dump today",Feature Request
1062,Manual Report,Customer,2024-01-17 01:00:58.933995,2024-01-17 01:04:43.588979,Awesome thank you!,Feature Request
1062,Manual Report,Agent,2024-01-17 01:00:58.933995,2024-01-17 13:16:27.624029,"@Annette Sung PFA the all the ticket and customer dataLet me know if this helps, or if you need more information, or different information.",Feature Request
1062,Manual Report,Customer,2024-01-17 01:00:58.933995,2024-01-17 13:17:42.724663,@Piyush Raj Are you able to retrieve the actual contents of the support messages? I just need the actual content rather than the ticket details and customer details,Feature Request
1062,Manual Report,Customer,2024-01-17 01:00:58.933995,2024-01-17 13:34:40.640639,I’m hoping to do a qualitative analysis on the types of questions/comments we get the most,Feature Request
1062,Manual Report,Agent,2024-01-17 01:00:58.933995,2024-01-17 13:42:28.234265,"if you check the direction column, you would see incoming vs outgoing, incoming is the message that customers have sent and outgoing is the responses",Feature Request
1062,Manual Report,Customer,2024-01-17 01:00:58.933995,2024-01-17 13:45:25.608707,"@Piyush Raj I apologize, perhaps I’m missing something but I’m scanning the CSV and can’t seem to find the direction column. Did a ctrl + f search too.These are the columns available in your CSV:Ticket # Created At (UTC) Closed At (UTC) Status Channel Assignee Name Assignee Email Customer Name Customer Email Account Name Tags First Response Time (HH:MM:SS) Resolution Time (HH:MM:SS)",Feature Request
1062,Manual Report,Agent,2024-01-17 01:00:58.933995,2024-01-17 13:46:57.821168,have DMd you a new file. Please check if that data makes sense.,Feature Request
